gene_ID,chromosome,gene_length[bp],A_content[%],T_content[%],C_content[%],G_content[%],GC_content[%],category
275,YBR072W,2,645,31.31783,26.20155,19.68992,22.7907,42.48062,"GC content above 
 length below"
276,YBR073W,2,2877,35.10601,26.83351,17.83107,20.22941,38.06048,"GC content below 
 length above"
277,YBR074W,2,2931,31.08154,31.04742,18.69669,19.17434,37.871030000000005,"GC content below 
 length above"
278,YBR076W,2,1065,34.83568,28.26291,19.15493,17.74648,36.90141,"GC content below 
 length below"
279,YBR077C,2,489,32.92434,28.01636,18.20041,20.8589,39.059309999999996,"GC content below 
 length below"
280,YBR078W,2,1620,24.19753,35.0,22.71605,18.08642,40.80247,"GC content above 
 length above"
281,YBR079C,2,2895,33.88601,25.66494,19.51641,20.93264,40.44905,"GC content above 
 length above"
282,YBR080C,2,2277,32.45498,29.11726,17.96223,20.46552,38.42775,"GC content below 
 length above"
283,YBR081C,2,3999,38.75969,24.55614,16.92923,19.75494,36.68417,"GC content below 
 length above"
284,YBR082C,2,542,30.0738,28.78229,25.09225,16.05166,41.14391,"GC content above 
 length below"
285,YBR083W,2,1461,36.27652,23.34018,22.31348,18.06982,40.3833,"GC content above 
 length above"
286,YBR084C-A,2,1076,33.36431,27.04461,17.65799,21.93309,39.591080000000005,"GC content below 
 length below"
287,YBR084W,2,2928,31.35246,27.04918,19.63798,21.96038,41.59836,"GC content above 
 length above"
288,YBR085C-A,2,258,31.78295,27.13178,18.60465,22.48062,41.085269999999994,"GC content above 
 length below"
289,YBR085W,2,924,29.00433,30.51948,16.34199,24.1342,40.47619,"GC content above 
 length below"
290,YBR086C,2,2841,31.3974,30.62302,20.83773,17.14185,37.97958,"GC content below 
 length above"
291,YBR087W,2,1065,33.61502,29.29577,17.46479,19.62441,37.089200000000005,"GC content below 
 length below"
292,YBR088C,2,777,31.14543,30.50193,19.30502,19.04762,38.352639999999994,"GC content below 
 length below"
293,YBR089C-A,2,300,36.33333,19.0,19.66667,25.0,44.666669999999996,"GC content above 
 length below"
294,YBR090C,2,726,30.85399,24.93113,20.38567,23.8292,44.214870000000005,"GC content above 
 length below"
295,YBR091C,2,330,29.69697,25.75758,18.48485,26.06061,44.545460000000006,"GC content above 
 length below"
296,YBR092C,2,1404,28.77493,28.27635,21.72365,21.22507,42.948719999999994,"GC content above 
 length above"
297,YBR093C,2,1404,28.4188,29.20228,22.151,20.22792,42.37892,"GC content above 
 length above"
298,YBR094W,2,2262,33.64279,28.91247,17.63926,19.80548,37.444739999999996,"GC content below 
 length above"
299,YBR095C,2,1293,36.42691,25.8314,16.70534,21.03635,37.74169,"GC content below 
 length above"
300,YBR096W,2,693,29.72583,32.90043,18.03752,19.33622,37.37374,"GC content below 
 length below"
301,YBR097W,2,4365,34.18099,31.11111,16.83849,17.86942,34.70791,"GC content below 
 length above"
302,YBR098W,2,2076,38.15029,25.24085,17.53372,19.07514,36.60886,"GC content below 
 length above"
303,YBR101C,2,873,34.13517,27.7205,17.29668,20.84765,38.14433,"GC content below 
 length below"
304,YBR102C,2,2262,35.14589,26.87887,17.63926,20.33599,37.97525,"GC content below 
 length above"
305,YBR103W,2,1608,32.71144,26.61692,17.28856,23.38308,40.67164,"GC content above 
 length above"
306,YBR104W,2,990,30.20202,28.38384,17.27273,24.14141,41.41414,"GC content above 
 length below"
307,YBR105C,2,1089,31.8641,25.80349,23.04867,19.28375,42.33242,"GC content above 
 length below"
308,YBR106W,2,567,30.3351,26.27866,21.69312,21.69312,43.38624,"GC content above 
 length below"
309,YBR107C,2,738,31.84282,26.15176,18.42818,23.57724,42.00542,"GC content above 
 length below"
310,YBR108W,2,2844,32.84107,20.92124,25.4571,20.78059,46.23769,"GC content above 
 length above"
311,YBR109C,2,444,32.20721,28.82883,17.79279,21.17117,38.96396,"GC content below 
 length below"
312,YBR110W,2,1350,32.14815,31.55556,16.66667,19.62963,36.2963,"GC content below 
 length above"
313,YBR111C,2,696,33.76437,25.57471,18.67816,21.98276,40.66092,"GC content above 
 length below"
314,YBR111W-A,2,441,38.77551,29.70522,14.51247,17.0068,31.51927,"GC content below 
 length below"
315,YBR112C,2,2901,35.53947,20.68252,25.37056,18.40745,43.77801,"GC content above 
 length above"
316,YBR114W,2,2373,34.09187,25.83228,17.9941,22.08175,40.07585,"GC content above 
 length above"
317,YBR115C,2,4179,30.24647,29.76789,18.7844,21.20124,39.985640000000004,"GC content above 
 length above"
318,YBR117C,2,2046,27.95699,27.1261,20.72336,24.19355,44.91691,"GC content above 
 length above"
319,YBR118W,2,1377,28.46768,26.94263,20.11619,24.47349,44.58968,"GC content above 
 length above"
320,YBR119W,2,986,37.32252,25.65923,19.06694,17.95132,37.01826,"GC content below 
 length below"
321,YBR120C,2,489,39.8773,25.56237,15.74642,18.81391,34.56033,"GC content below 
 length below"
322,YBR121C,2,2004,31.23752,29.49102,17.06587,22.20559,39.271460000000005,"GC content below 
 length above"
323,YBR122C,2,534,34.64419,25.46816,16.4794,23.40824,39.88764,"GC content above 
 length below"
324,YBR123C,2,1950,35.33333,26.15385,17.48718,21.02564,38.51282,"GC content below 
 length above"
325,YBR125C,2,1182,32.48731,26.98816,18.86633,21.65821,40.52454,"GC content above 
 length below"
326,YBR126C,2,1488,28.29301,26.47849,20.2957,24.9328,45.2285,"GC content above 
 length above"
327,YBR126W-A,2,207,28.98551,21.25604,26.08696,23.6715,49.75846,"GC content above 
 length below"
328,YBR127C,2,1554,30.05148,27.60618,19.36937,22.97297,42.34234,"GC content above 
 length above"
329,YBR128C,2,1035,34.97585,26.95652,17.77778,20.28986,38.06764,"GC content below 
 length below"
330,YBR129C,2,987,34.85309,27.76089,16.10942,21.2766,37.38602,"GC content below 
 length below"
331,YBR130C,2,1278,38.73239,25.27387,17.91862,18.07512,35.99374,"GC content below 
 length above"
332,YBR131W,2,2115,33.90071,28.51064,18.20331,19.38534,37.58865,"GC content below 
 length above"
333,YBR132C,2,1791,26.5215,32.88666,18.87214,21.71971,40.59185,"GC content above 
 length above"
334,YBR133C,2,2484,31.19968,28.05958,21.05475,19.68599,40.74074,"GC content above 
 length above"
335,YBR135W,2,453,31.56733,20.5298,26.26932,21.63355,47.90287,"GC content above 
 length below"
336,YBR136W,2,7107,33.74138,29.88603,17.65865,18.71394,36.37259,"GC content below 
 length above"
337,YBR137W,2,540,31.66667,28.88889,16.2963,23.14815,39.44445,"GC content below 
 length below"
338,YBR138C,2,1575,38.66667,25.90476,17.96825,17.46032,35.42857,"GC content below 
 length above"
339,YBR139W,2,1527,28.74918,30.71382,19.64637,20.89064,40.53701,"GC content above 
 length above"
340,YBR140C,2,9279,32.29874,31.51202,18.34249,17.84675,36.18924,"GC content below 
 length above"
341,YBR141C,2,1014,33.92505,25.64103,18.54043,21.89349,40.43392,"GC content above 
 length below"
342,YBR142W,2,2322,36.52024,26.39966,17.52799,19.55211,37.0801,"GC content below 
 length above"
343,YBR143C,2,1314,31.81126,31.27854,16.13394,20.77626,36.9102,"GC content below 
 length above"
344,YBR145W,2,1056,26.60985,30.77652,17.80303,24.81061,42.613640000000004,"GC content above 
 length below"
345,YBR146W,2,837,35.24492,25.92593,18.99642,19.83274,38.82916,"GC content below 
 length below"
346,YBR147W,2,891,29.8541,32.99663,17.39618,19.75309,37.14927,"GC content below 
 length below"
347,YBR148W,2,1830,40.38251,24.15301,16.55738,18.9071,35.464479999999995,"GC content below 
 length above"
348,YBR149W,2,1035,32.46377,26.08696,20.28986,21.15942,41.44928,"GC content above 
 length below"
349,YBR150C,2,3285,33.85084,30.13699,16.49924,19.51294,36.01218,"GC content below 
 length above"
350,YBR151W,2,951,31.96635,28.07571,18.50683,21.4511,39.957930000000005,"GC content above 
 length below"
351,YBR152W,2,876,42.00913,18.60731,16.89498,22.48858,39.38356,"GC content below 
 length below"
352,YBR153W,2,735,32.92517,25.98639,18.77551,22.31293,41.088440000000006,"GC content above 
 length below"
353,YBR154C,2,648,36.11111,26.54321,16.66667,20.67901,37.34568,"GC content below 
 length below"
354,YBR155W,2,1158,38.16926,22.97064,16.32124,22.53886,38.8601,"GC content below 
 length below"
355,YBR156C,2,2097,39.43729,23.22365,20.12399,17.21507,37.33906,"GC content below 
 length above"
356,YBR157C,2,768,36.06771,25.13021,20.3125,18.48958,38.802080000000004,"GC content below 
 length below"
357,YBR158W,2,1650,33.69697,28.24242,18.18182,19.87879,38.06061,"GC content below 
 length above"
358,YBR159W,2,1044,30.9387,31.03448,18.19923,19.82759,38.02682,"GC content below 
 length below"
359,YBR160W,2,897,31.32664,27.53623,18.28317,22.85396,41.13713,"GC content above 
 length below"
360,YBR161W,2,1131,32.00707,29.79664,18.83289,19.3634,38.19629,"GC content below 
 length below"
361,YBR162C,2,1368,24.7076,31.79825,22.14912,21.34503,43.494150000000005,"GC content above 
 length above"
362,YBR162W-A,2,198,34.84848,24.74747,17.67677,22.72727,40.40404,"GC content above 
 length below"
363,YBR163W,2,1758,34.52787,29.35154,18.48692,17.63367,36.12059,"GC content below 
 length above"
364,YBR164C,2,552,31.88406,29.71014,15.03623,23.36957,38.4058,"GC content below 
 length below"
365,YBR165W,2,834,33.93285,28.41727,19.54436,18.10552,37.649879999999996,"GC content below 
 length below"
366,YBR166C,2,1359,32.89183,29.80132,16.55629,20.75055,37.30684,"GC content below 
 length above"
367,YBR167C,2,423,39.47991,24.34988,16.54846,19.62175,36.17021,"GC content below 
 length below"
368,YBR168W,2,1242,33.89694,30.67633,16.66667,18.76006,35.42673,"GC content below 
 length above"
369,YBR169C,2,2082,32.70893,26.65706,18.82805,21.80596,40.63401,"GC content above 
 length above"
370,YBR170C,2,1743,32.24326,27.82559,17.8428,22.08835,39.93115,"GC content above 
 length above"
371,YBR171W,2,621,35.58776,28.34138,14.65378,21.41707,36.07085,"GC content below 
 length below"
372,YBR172C,2,2223,35.35762,24.24651,20.82771,19.56815,40.39586,"GC content above 
 length above"
373,YBR173C,2,447,34.89933,20.80537,24.83221,19.46309,44.2953,"GC content above 
 length below"
374,YBR175W,2,948,27.63713,29.74684,19.51477,23.10127,42.61604,"GC content above 
 length below"
375,YBR176W,2,939,31.3099,28.96699,18.31736,21.40575,39.723110000000005,"GC content above 
 length below"
376,YBR177C,2,1356,30.16224,28.61357,19.83776,21.38643,41.22419,"GC content above 
 length above"
377,YBR179C,2,2568,35.31931,27.84268,18.30218,18.53583,36.83801,"GC content below 
 length above"
378,YBR180W,2,1719,28.27225,32.22804,19.54625,19.95346,39.49971,"GC content below 
 length above"
379,YBR181C,2,1063,34.52493,25.39981,17.68579,22.38946,40.07525,"GC content above 
 length below"
380,YBR182C,2,1359,31.78808,26.63723,21.26564,20.30905,41.574690000000004,"GC content above 
 length above"
381,YBR182C-A,2,195,31.28205,32.82051,17.4359,18.46154,35.89744,"GC content below 
 length below"
382,YBR183W,2,951,28.49632,30.49422,19.2429,21.76656,41.00946,"GC content above 
 length below"
383,YBR184W,2,1572,37.53181,27.60814,17.17557,17.68448,34.86005,"GC content below 
 length above"
384,YBR185C,2,837,32.01912,30.46595,18.63799,18.87694,37.51493,"GC content below 
 length below"
385,YBR186W,2,1808,33.5177,29.48009,16.92478,20.07743,37.00221,"GC content below 
 length above"
386,YBR187W,2,843,25.86002,31.79122,18.38671,23.96204,42.348749999999995,"GC content above 
 length below"
387,YBR188C,2,423,38.77069,21.04019,18.67612,21.513,40.18912,"GC content above 
 length below"
388,YBR189W,2,1001,30.76923,29.67033,18.68132,20.87912,39.56044,"GC content below 
 length below"
389,YBR191W,2,871,33.18025,28.81745,18.94374,19.05855,38.00229,"GC content below 
 length below"
390,YBR192W,2,1134,33.95062,27.24868,15.34392,23.45679,38.80071,"GC content below 
 length below"
391,YBR193C,2,672,32.58929,25.29762,22.32143,19.79167,42.1131,"GC content above 
 length below"
392,YBR194W,2,372,40.05376,20.43011,18.8172,20.69892,39.51612,"GC content below 
 length below"
393,YBR195C,2,1269,31.67849,26.71395,21.19779,20.40977,41.60756000000001,"GC content above 
 length above"
394,YBR196C,2,1665,27.14715,29.54955,22.34234,20.96096,43.3033,"GC content above 
 length above"
395,YBR196C-A,2,150,20.0,48.0,18.66667,13.33333,32.0,"GC content below 
 length below"
396,YBR196C-B,2,105,33.33333,27.61905,16.19048,22.85714,39.04762,"GC content below 
 length below"
397,YBR197C,2,654,34.55657,18.34862,23.70031,23.3945,47.09481,"GC content above 
 length below"
398,YBR198C,2,2397,33.62537,25.82395,19.14894,21.40175,40.55069,"GC content above 
 length above"
399,YBR199W,2,1395,32.75986,28.8172,17.2043,21.21864,38.42294,"GC content below 
 length above"
400,YBR200W,2,1656,34.23913,27.35507,18.47826,19.92754,38.4058,"GC content below 
 length above"
401,YBR200W-A,2,165,23.63636,35.15152,18.78788,22.42424,41.21212,"GC content above 
 length below"
402,YBR201C-A,2,204,29.90196,28.43137,25.0,16.66667,41.666669999999996,"GC content above 
 length below"
403,YBR201W,2,636,30.66038,31.13208,17.92453,20.28302,38.20755,"GC content below 
 length below"
404,YBR202W,2,2538,31.87549,27.06856,19.54295,21.513,41.05595,"GC content above 
 length above"
405,YBR203W,2,2775,32.75676,28.57658,19.74775,18.91892,38.666669999999996,"GC content below 
 length above"
406,YBR204C,2,1128,31.56028,29.43262,16.57801,22.42908,39.00709,"GC content below 
 length below"
407,YBR205W,2,1215,30.8642,28.47737,19.58848,21.06996,40.65844,"GC content above 
 length below"
408,YBR207W,2,1398,28.18312,30.90129,18.88412,22.03147,40.915589999999995,"GC content above 
 length above"
409,YBR208C,2,5508,29.84749,29.33914,18.53667,22.27669,40.81336,"GC content above 
 length above"
410,YBR210W,2,429,29.37063,34.73193,17.01632,18.88112,35.89744,"GC content below 
 length below"
411,YBR211C,2,975,35.69231,27.58974,17.94872,18.76923,36.71795,"GC content below 
 length below"
412,YBR212W,2,2019,32.39227,25.80485,23.47697,18.3259,41.80287,"GC content above 
 length above"
413,YBR213W,2,825,29.69697,22.66667,24.24242,23.39394,47.636359999999996,"GC content above 
 length below"
414,YBR214W,2,1584,29.35606,25.06313,26.38889,19.19192,45.58081,"GC content above 
 length above"
415,YBR215W,2,1962,39.09276,23.75127,19.6738,17.48216,37.15596,"GC content below 
 length above"
416,YBR216C,2,2025,32.88889,31.30864,15.90123,19.90123,35.80246,"GC content below 
 length above"
417,YBR217W,2,561,36.54189,27.09447,16.57754,19.7861,36.363640000000004,"GC content below 
 length below"
418,YBR218C,2,3543,29.18431,27.51905,20.34999,22.94666,43.29665,"GC content above 
 length above"
419,YBR219C,2,805,29.68944,30.31056,21.49068,18.50932,40.0,"GC content above 
 length below"
420,YBR220C,2,1683,27.68865,29.29293,20.91503,22.10339,43.018420000000006,"GC content above 
 length above"
421,YBR221C,2,1101,26.88465,29.97275,20.70845,22.43415,43.1426,"GC content above 
 length below"
422,YBR221W-A,2,105,35.2381,21.90476,21.90476,20.95238,42.85714,"GC content above 
 length below"
423,YBR222C,2,1632,28.3701,27.14461,22.79412,21.69118,44.485299999999995,"GC content above 
 length above"
424,YBR223C,2,1635,32.4159,24.77064,21.16208,21.65138,42.81346,"GC content above 
 length above"
425,YBR225W,2,2703,34.5542,26.63707,20.79171,18.01702,38.80873,"GC content below 
 length above"
426,YBR227C,2,1563,34.9968,27.1913,15.03519,22.77671,37.8119,"GC content below 
 length above"
427,YBR228W,2,915,34.20765,27.3224,14.64481,23.82514,38.46995,"GC content below 
 length below"
428,YBR229C,2,2865,31.37871,29.66841,19.93019,19.02269,38.95288,"GC content below 
 length above"
429,YBR230C,2,502,28.48606,28.28685,24.10359,19.12351,43.2271,"GC content above 
 length below"
430,YBR230W-A,2,201,27.8607,19.40299,21.39303,31.34328,52.73631,"GC content above 
 length below"
431,YBR231C,2,912,32.01754,18.9693,19.84649,29.16667,49.01316,"GC content above 
 length below"
432,YBR233W,2,1242,33.49436,25.04026,22.30274,19.16264,41.465379999999996,"GC content above 
 length above"
433,YBR233W-A,2,285,37.89474,23.50877,17.89474,20.70175,38.59649,"GC content below 
 length below"
434,YBR234C,2,1155,28.22511,29.69697,19.74026,22.33766,42.07792,"GC content above 
 length below"
435,YBR235W,2,3363,28.60541,31.31133,19.14957,20.93369,40.083259999999996,"GC content above 
 length above"
436,YBR236C,2,1311,33.48589,27.76506,17.23875,21.5103,38.74905,"GC content below 
 length above"
437,YBR237W,2,2550,36.19608,25.68627,16.19608,21.92157,38.11765,"GC content below 
 length above"
438,YBR238C,2,2196,32.96903,28.73406,21.76685,16.53005,38.2969,"GC content below 
 length above"
439,YBR239C,2,1590,33.33333,24.71698,23.33333,18.61635,41.94968,"GC content above 
 length above"
440,YBR240C,2,1353,30.8204,24.61197,22.39468,22.17295,44.56763,"GC content above 
 length above"
441,YBR241C,2,1467,22.97205,26.38037,26.38037,24.26721,50.64758,"GC content above 
 length above"
442,YBR242W,2,717,34.58856,24.54672,18.41004,22.45467,40.86471,"GC content above 
 length below"
443,YBR243C,2,1347,25.38976,33.92725,19.22791,21.45509,40.683,"GC content above 
 length above"
444,YBR244W,2,489,33.53783,29.24335,16.15542,21.06339,37.21881,"GC content below 
 length below"
445,YBR245C,2,3390,35.42773,26.81416,16.46018,21.29794,37.758120000000005,"GC content below 
 length above"
446,YBR246W,2,1164,30.06873,29.98282,18.98625,20.9622,39.948449999999994,"GC content above 
 length below"
447,YBR247C,2,1452,34.09091,26.1708,17.69972,22.03857,39.73829,"GC content above 
 length above"
448,YBR248C,2,1659,31.64557,26.94394,17.2393,24.17119,41.410489999999996,"GC content above 
 length above"
449,YBR249C,2,1113,29.55975,26.68464,21.65319,22.10243,43.75561999999999,"GC content above 
 length below"
450,YBR250W,2,1572,35.36896,29.51654,18.57506,16.53944,35.1145,"GC content below 
 length above"
451,YBR251W,2,924,33.11688,26.19048,17.31602,23.37662,40.69264,"GC content above 
 length below"
452,YBR252W,2,444,27.02703,25.67568,21.84685,25.45045,47.2973,"GC content above 
 length below"
